"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,5165.46
  1.00, -1.80, -1.08,5163.63
  2.00, -1.80, -0.36,5165.72
  3.00, -1.80,  0.36,5165.59
  4.00, -1.80,  1.08,5163.58
  5.00, -1.08, -1.80,5163.92
  6.00, -1.08, -1.08,5165.37
  7.00, -1.08, -0.36,5164.27
  8.00, -1.08,  0.36,5165.10
  9.00, -1.08,  1.08,5163.51
 10.00, -0.36, -1.80,5166.08
 12.00, -0.36, -0.36,5164.17
 13.00, -0.36,  0.36,5163.86
 14.00, -0.36,  1.08,5165.12
 15.00,  0.36, -1.80,5163.80
 16.00,  0.36, -1.08,5161.93
 17.00,  0.36, -0.36,5164.13
 18.00,  0.36,  0.36,5164.59
 19.00,  0.36,  1.08,5163.80
 20.00,  1.08, -1.80,5165.13
 11.00, -0.36, -1.08,5164.54
 21.00,  1.08, -1.08,5163.45
 22.00,  1.08, -0.36,5161.77
 23.00,  1.08,  0.36,5164.88
 24.00,  1.08,  1.08,5167.49
