"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  9.00, -1.20,  1.20,-262490.80
 15.00,  0.40, -2.00,-262491.07
 24.00,  1.20,  1.20,-262491.24
  3.00, -2.00,  0.40,-262491.52
 21.00,  1.20, -1.20,-262500.89
 18.00,  0.40,  0.40,-262491.80
 10.00, -0.40, -2.00,-262490.03
 19.00,  0.40,  1.20,-262490.40
 17.00,  0.40, -0.40,-262488.58
 22.00,  1.20, -0.40,-262488.17
 14.00, -0.40,  1.20,-262489.06
  8.00, -1.20,  0.40,-262492.22
 23.00,  1.20,  0.40,-262493.99
  5.00, -1.20, -2.00,-262497.76
 12.00, -0.40, -0.40,-262492.23
 20.00,  1.20, -2.00,-262491.25
 13.00, -0.40,  0.40,-262495.36
  7.00, -1.20, -0.40,-262496.40
  0.00, -2.00, -2.00,-262493.84
  1.00, -2.00, -1.20,-262494.00
 11.00, -0.40, -1.20,-262485.20
  6.00, -1.20, -1.20,-262501.00
  4.00, -2.00,  1.20,-262490.15
 16.00,  0.40, -1.20,-262491.24
  2.00, -2.00, -0.40,-262492.33
