"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.60, -1.60,20967.51
  1.00, -1.60, -0.96,20960.34
  2.00, -1.60, -0.32,20967.33
  3.00, -1.60,  0.32,20967.29
  4.00, -1.60,  0.96,20964.83
  5.00, -0.96, -1.60,20966.03
  6.00, -0.96, -0.96,20964.77
  7.00, -0.96, -0.32,20965.46
  8.00, -0.96,  0.32,20966.16
  9.00, -0.96,  0.96,20968.38
 10.00, -0.32, -1.60,20967.07
 11.00, -0.32, -0.96,20964.47
 12.00, -0.32, -0.32,20963.97
 13.00, -0.32,  0.32,20966.22
 14.00, -0.32,  0.96,20969.11
 15.00,  0.32, -1.60,20966.65
 16.00,  0.32, -0.96,20966.10
 17.00,  0.32, -0.32,20961.18
 18.00,  0.32,  0.32,20969.09
 19.00,  0.32,  0.96,20968.98
 20.00,  0.96, -1.60,20966.19
 21.00,  0.96, -0.96,20968.53
 22.00,  0.96, -0.32,20965.43
 23.00,  0.96,  0.32,20965.84
 24.00,  0.96,  0.96,20966.74
