"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,35666.23
  1.00, -2.40, -1.44,35649.87
  2.00, -2.40, -0.48,35673.32
  3.00, -2.40,  0.48,35677.30
  4.00, -2.40,  1.44,35686.52
  5.00, -1.44, -2.40,35665.05
  6.00, -1.44, -1.44,35652.48
  7.00, -1.44, -0.48,35681.99
  8.00, -1.44,  0.48,35698.49
  9.00, -1.44,  1.44,35685.97
 10.00, -0.48, -2.40,35650.19
 11.00, -0.48, -1.44,35649.79
 12.00, -0.48, -0.48,35650.13
 13.00, -0.48,  0.48,35701.55
 14.00, -0.48,  1.44,35686.86
 15.00,  0.48, -2.40,35649.75
 16.00,  0.48, -1.44,35649.73
 17.00,  0.48, -0.48,35654.74
 18.00,  0.48,  0.48,35649.71
 19.00,  0.48,  1.44,35649.93
 20.00,  1.44, -2.40,35650.01
 21.00,  1.44, -1.44,35656.69
 22.00,  1.44, -0.48,35669.28
 23.00,  1.44,  0.48,35668.10
 24.00,  1.44,  1.44,35649.91
