"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 20.00,  1.32, -2.20,-52085.49
  5.00, -1.32, -2.20,-52085.70
  1.00, -2.20, -1.32,-52085.61
 13.00, -0.44,  0.44,-52084.85
  2.00, -2.20, -0.44,-52085.62
 23.00,  1.32,  0.44,-52085.53
 14.00, -0.44,  1.32,-52085.24
  6.00, -1.32, -1.32,-52085.44
  0.00, -2.20, -2.20,-52085.62
  3.00, -2.20,  0.44,-52085.31
 12.00, -0.44, -0.44,-52085.79
 10.00, -0.44, -2.20,-52085.31
 19.00,  0.44,  1.32,-52084.73
  4.00, -2.20,  1.32,-52085.79
 21.00,  1.32, -1.32,-52085.40
 24.00,  1.32,  1.32,-52085.71
 22.00,  1.32, -0.44,-52085.18
  9.00, -1.32,  1.32,-52085.46
  7.00, -1.32, -0.44,-52085.38
 15.00,  0.44, -2.20,-52084.65
 17.00,  0.44, -0.44,-52081.54
 11.00, -0.44, -1.32,-52084.10
 18.00,  0.44,  0.44,-52083.54
 16.00,  0.44, -1.32,-52081.96
  8.00, -1.32,  0.44,-52085.63
