"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  2.00, -1.80, -0.36,-309029.66
  3.00, -1.80,  0.36,-309031.75
  4.00, -1.80,  1.08,-309033.23
  6.00, -1.08, -1.08,-309039.10
  8.00, -1.08,  0.36,-309033.36
  9.00, -1.08,  1.08,-309035.69
 10.00, -0.36, -1.80,-309030.76
 11.00, -0.36, -1.08,-309032.41
 13.00, -0.36,  0.36,-309030.24
 14.00, -0.36,  1.08,-309028.73
 15.00,  0.36, -1.80,-309032.77
 16.00,  0.36, -1.08,-309039.89
 20.00,  1.08, -1.80,-309034.18
 21.00,  1.08, -1.08,-309028.82
 24.00,  1.08,  1.08,-309030.84
 18.00,  0.36,  0.36,-309036.47
  5.00, -1.08, -1.80,-309030.39
  0.00, -1.80, -1.80,-309029.89
  1.00, -1.80, -1.08,-309038.82
 17.00,  0.36, -0.36,-309030.99
 22.00,  1.08, -0.36,-309035.03
 12.00, -0.36, -0.36,-309029.22
 19.00,  0.36,  1.08,-309032.91
 23.00,  1.08,  0.36,-309037.62
  7.00, -1.08, -0.36,-309028.68
