"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,35390.92
  1.00, -2.20, -1.32,35394.77
  2.00, -2.20, -0.44,35399.21
  3.00, -2.20,  0.44,35393.89
  4.00, -2.20,  1.32,35393.06
  5.00, -1.32, -2.20,35391.26
  6.00, -1.32, -1.32,35393.20
  7.00, -1.32, -0.44,35391.16
  8.00, -1.32,  0.44,35400.28
  9.00, -1.32,  1.32,35395.36
 10.00, -0.44, -2.20,35391.07
 11.00, -0.44, -1.32,35395.78
 12.00, -0.44, -0.44,35392.73
 13.00, -0.44,  0.44,35391.13
 14.00, -0.44,  1.32,35392.93
 15.00,  0.44, -2.20,35391.03
 16.00,  0.44, -1.32,35399.48
 17.00,  0.44, -0.44,35396.93
 18.00,  0.44,  0.44,35395.42
 19.00,  0.44,  1.32,35389.55
 20.00,  1.32, -2.20,35398.32
 21.00,  1.32, -1.32,35397.60
 22.00,  1.32, -0.44,35399.16
 23.00,  1.32,  0.44,35396.99
 24.00,  1.32,  1.32,35392.41
