"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,38678.57
  1.00, -1.80, -1.08,38678.45
  2.00, -1.80, -0.36,38679.97
  3.00, -1.80,  0.36,38690.43
  4.00, -1.80,  1.08,38693.10
  5.00, -1.08, -1.80,38678.43
  6.00, -1.08, -1.08,38678.48
  7.00, -1.08, -0.36,38687.21
  8.00, -1.08,  0.36,38693.50
  9.00, -1.08,  1.08,38692.01
 10.00, -0.36, -1.80,38680.74
 11.00, -0.36, -1.08,38687.65
 12.00, -0.36, -0.36,38685.73
 13.00, -0.36,  0.36,38691.27
 14.00, -0.36,  1.08,38684.51
 15.00,  0.36, -1.80,38680.17
 16.00,  0.36, -1.08,38683.37
 17.00,  0.36, -0.36,38678.79
 18.00,  0.36,  0.36,38693.76
 19.00,  0.36,  1.08,38688.48
 20.00,  1.08, -1.80,38678.46
 21.00,  1.08, -1.08,38678.39
 22.00,  1.08, -0.36,38679.58
 23.00,  1.08,  0.36,38678.47
 24.00,  1.08,  1.08,38690.40
