"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,-52084.65
 20.00,  1.32, -2.20,-52087.50
  4.00, -2.20,  1.32,-52083.18
  6.00, -1.32, -1.32,-52086.09
  2.00, -2.20, -0.44,-52084.63
 10.00, -0.44, -2.20,-52086.47
 15.00,  0.44, -2.20,-52085.52
  5.00, -1.32, -2.20,-52083.72
 13.00, -0.44,  0.44,-52086.21
 19.00,  0.44,  1.32,-52083.84
  1.00, -2.20, -1.32,-52085.22
 11.00, -0.44, -1.32,-52083.66
  3.00, -2.20,  0.44,-52088.93
 14.00, -0.44,  1.32,-52084.72
 16.00,  0.44, -1.32,-52083.95
 24.00,  1.32,  1.32,-52087.03
  7.00, -1.32, -0.44,-52084.56
 23.00,  1.32,  0.44,-52084.77
 22.00,  1.32, -0.44,-52083.71
  8.00, -1.32,  0.44,-52084.42
  9.00, -1.32,  1.32,-52084.60
 17.00,  0.44, -0.44,-52084.38
 18.00,  0.44,  0.44,-52085.23
 21.00,  1.32, -1.32,-52086.30
 12.00, -0.44, -0.44,-52084.60
