"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 18.00,  0.80,  0.80,-18255.00
 22.00,  2.40, -0.80,-18255.15
  1.00, -4.00, -2.40,-18254.91
 23.00,  2.40,  0.80,-18254.99
 20.00,  2.40, -4.00,-18255.15
 14.00, -0.80,  2.40,-18254.91
  0.00, -4.00, -4.00,-18254.97
  5.00, -2.40, -4.00,-18255.24
  2.00, -4.00, -0.80,-18255.21
 19.00,  0.80,  2.40,-18255.08
 15.00,  0.80, -4.00,-18254.94
  4.00, -4.00,  2.40,-18254.88
 24.00,  2.40,  2.40,-18255.04
  7.00, -2.40, -0.80,-18254.70
  3.00, -4.00,  0.80,-18255.03
 10.00, -0.80, -4.00,-18255.17
 12.00, -0.80, -0.80,-18255.20
 16.00,  0.80, -2.40,-18255.01
 13.00, -0.80,  0.80,-18255.22
  6.00, -2.40, -2.40,-18254.98
  8.00, -2.40,  0.80,-18254.79
  9.00, -2.40,  2.40,-18254.72
 11.00, -0.80, -2.40,-18255.18
 21.00,  2.40, -2.40,-18255.06
 17.00,  0.80, -0.80,-18253.73
