"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,-54831.95
  1.00, -2.20, -1.32,-54831.69
  2.00, -2.20, -0.44,-54831.96
  3.00, -2.20,  0.44,-54831.73
  4.00, -2.20,  1.32,-54832.13
  5.00, -1.32, -2.20,-54831.84
  6.00, -1.32, -1.32,-54832.00
  7.00, -1.32, -0.44,-54832.35
  8.00, -1.32,  0.44,-54830.11
  9.00, -1.32,  1.32,-54832.19
 10.00, -0.44, -2.20,-54832.08
 11.00, -0.44, -1.32,-54831.56
 12.00, -0.44, -0.44,-54832.17
 13.00, -0.44,  0.44,-54831.01
 14.00, -0.44,  1.32,-54832.14
 15.00,  0.44, -2.20,-54831.90
 16.00,  0.44, -1.32,-54832.01
 17.00,  0.44, -0.44,-54832.04
 18.00,  0.44,  0.44,-54831.75
 19.00,  0.44,  1.32,-54832.35
 20.00,  1.32, -2.20,-54832.69
 21.00,  1.32, -1.32,-54832.24
 22.00,  1.32, -0.44,-54832.64
 23.00,  1.32,  0.44,-54832.26
 24.00,  1.32,  1.32,-54832.17
