"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.60, -2.60,-150530.71
  1.00, -2.60, -1.56,-150530.74
  2.00, -2.60, -0.52,-150530.10
  3.00, -2.60,  0.52,-150530.54
  4.00, -2.60,  1.56,-150530.87
  5.00, -1.56, -2.60,-150530.73
  6.00, -1.56, -1.56,-150530.79
  7.00, -1.56, -0.52,-150528.17
  8.00, -1.56,  0.52,-150529.16
  9.00, -1.56,  1.56,-150528.01
 10.00, -0.52, -2.60,-150530.82
 11.00, -0.52, -1.56,-150530.93
 12.00, -0.52, -0.52,-150530.71
 13.00, -0.52,  0.52,-150523.80
 14.00, -0.52,  1.56,-150528.25
 15.00,  0.52, -2.60,-150530.99
 16.00,  0.52, -1.56,-150530.72
 17.00,  0.52, -0.52,-150530.69
 18.00,  0.52,  0.52,-150530.92
 19.00,  0.52,  1.56,-150530.21
 20.00,  1.56, -2.60,-150530.89
 21.00,  1.56, -1.56,-150530.68
 22.00,  1.56, -0.52,-150530.67
 23.00,  1.56,  0.52,-150530.81
 24.00,  1.56,  1.56,-150530.74
