"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,11668.42
  1.00, -2.20, -1.32,11663.13
  3.00, -2.20,  0.44,11667.02
  4.00, -2.20,  1.32,11667.97
  5.00, -1.32, -2.20,11661.93
  6.00, -1.32, -1.32,11667.92
  8.00, -1.32,  0.44,11666.65
  9.00, -1.32,  1.32,11664.79
 10.00, -0.44, -2.20,11662.59
 11.00, -0.44, -1.32,11666.15
 12.00, -0.44, -0.44,11659.74
 14.00, -0.44,  1.32,11669.06
 15.00,  0.44, -2.20,11669.63
 17.00,  0.44, -0.44,11661.03
 18.00,  0.44,  0.44,11664.57
 19.00,  0.44,  1.32,11666.12
 20.00,  1.32, -2.20,11671.73
 21.00,  1.32, -1.32,11665.99
 22.00,  1.32, -0.44,11665.63
 23.00,  1.32,  0.44,11669.42
 24.00,  1.32,  1.32,11668.75
 16.00,  0.44, -1.32,11657.86
 13.00, -0.44,  0.44,11663.49
  2.00, -2.20, -0.44,11643.87
  7.00, -1.32, -0.44,11664.85
