"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,26549.33
  1.00, -2.00, -1.20,26550.52
  2.00, -2.00, -0.40,26549.74
  3.00, -2.00,  0.40,26549.54
  4.00, -2.00,  1.20,26549.16
  5.00, -1.20, -2.00,26549.27
  6.00, -1.20, -1.20,26551.75
  7.00, -1.20, -0.40,26551.17
  8.00, -1.20,  0.40,26549.32
  9.00, -1.20,  1.20,26549.65
 10.00, -0.40, -2.00,26549.63
 11.00, -0.40, -1.20,26549.43
 12.00, -0.40, -0.40,26549.52
 13.00, -0.40,  0.40,26549.77
 14.00, -0.40,  1.20,26549.19
 15.00,  0.40, -2.00,26550.15
 16.00,  0.40, -1.20,26550.74
 17.00,  0.40, -0.40,26549.53
 18.00,  0.40,  0.40,26550.85
 19.00,  0.40,  1.20,26549.44
 20.00,  1.20, -2.00,26549.91
 21.00,  1.20, -1.20,26549.45
 22.00,  1.20, -0.40,26549.08
 23.00,  1.20,  0.40,26549.62
 24.00,  1.20,  1.20,26549.56
