"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,22002.86
  1.00, -2.50, -1.50,22012.11
  2.00, -2.50, -0.50,22001.26
  3.00, -2.50,  0.50,22013.25
  4.00, -2.50,  1.50,22015.23
  5.00, -1.50, -2.50,22012.72
  6.00, -1.50, -1.50,22004.92
  7.00, -1.50, -0.50,22001.80
  8.00, -1.50,  0.50,22009.76
  9.00, -1.50,  1.50,22003.09
 10.00, -0.50, -2.50,22012.51
 11.00, -0.50, -1.50,22008.63
 12.00, -0.50, -0.50,22002.18
 13.00, -0.50,  0.50,21999.80
 14.00, -0.50,  1.50,22012.22
 15.00,  0.50, -2.50,22006.11
 16.00,  0.50, -1.50,22057.33
 17.00,  0.50, -0.50,22006.29
 18.00,  0.50,  0.50,22018.19
 19.00,  0.50,  1.50,21998.36
 20.00,  1.50, -2.50,22013.43
 21.00,  1.50, -1.50,22017.03
 22.00,  1.50, -0.50,22012.80
 23.00,  1.50,  0.50,22013.55
 24.00,  1.50,  1.50,22006.16
