"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.70, -1.70,91370.25
  1.00, -1.70, -1.02,91368.84
  2.00, -1.70, -0.34,91362.07
  3.00, -1.70,  0.34,91370.85
  4.00, -1.70,  1.02,91372.30
  5.00, -1.02, -1.70,91367.03
  6.00, -1.02, -1.02,91370.13
  7.00, -1.02, -0.34,91364.64
  8.00, -1.02,  0.34,91365.58
  9.00, -1.02,  1.02,91365.42
 10.00, -0.34, -1.70,91371.25
 11.00, -0.34, -1.02,91370.81
 12.00, -0.34, -0.34,91367.50
 13.00, -0.34,  0.34,91366.88
 14.00, -0.34,  1.02,91365.35
 15.00,  0.34, -1.70,91364.77
 16.00,  0.34, -1.02,91364.27
 17.00,  0.34, -0.34,91369.35
 18.00,  0.34,  0.34,91369.61
 19.00,  0.34,  1.02,91359.52
 20.00,  1.02, -1.70,91361.68
 21.00,  1.02, -1.02,91366.82
 22.00,  1.02, -0.34,91367.75
 23.00,  1.02,  0.34,91373.43
 24.00,  1.02,  1.02,91367.42
