"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 17.00,  0.44, -0.44,-32459.32
  9.00, -1.32,  1.32,-32459.52
 16.00,  0.44, -1.32,-32459.60
  0.00, -2.20, -2.20,-32460.58
 15.00,  0.44, -2.20,-32460.20
  7.00, -1.32, -0.44,-32460.50
 21.00,  1.32, -1.32,-32459.80
 12.00, -0.44, -0.44,-32459.73
  8.00, -1.32,  0.44,-32459.73
 11.00, -0.44, -1.32,-32458.02
  1.00, -2.20, -1.32,-32459.60
 20.00,  1.32, -2.20,-32459.87
 14.00, -0.44,  1.32,-32459.67
 18.00,  0.44,  0.44,-32458.01
  4.00, -2.20,  1.32,-32459.71
  5.00, -1.32, -2.20,-32455.77
  2.00, -2.20, -0.44,-32459.65
  6.00, -1.32, -1.32,-32459.06
 22.00,  1.32, -0.44,-32460.37
 24.00,  1.32,  1.32,-32456.64
  3.00, -2.20,  0.44,-32456.60
 23.00,  1.32,  0.44,-32455.50
 19.00,  0.44,  1.32,-32458.63
 10.00, -0.44, -2.20,-32450.84
 13.00, -0.44,  0.44,-32460.31
