"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,37502.59
  1.00, -4.00, -2.40,37503.08
  2.00, -4.00, -0.80,37503.06
  3.00, -4.00,  0.80,37502.86
  4.00, -4.00,  2.40,37503.22
  5.00, -2.40, -4.00,37503.17
  6.00, -2.40, -2.40,37503.96
  7.00, -2.40, -0.80,37502.98
  8.00, -2.40,  0.80,37502.89
  9.00, -2.40,  2.40,37502.17
 10.00, -0.80, -4.00,37502.20
 11.00, -0.80, -2.40,37502.38
 12.00, -0.80, -0.80,37503.02
 13.00, -0.80,  0.80,37502.68
 14.00, -0.80,  2.40,37503.72
 15.00,  0.80, -4.00,37502.31
 16.00,  0.80, -2.40,37501.97
 17.00,  0.80, -0.80,37508.69
 18.00,  0.80,  0.80,37502.60
 19.00,  0.80,  2.40,37502.14
 20.00,  2.40, -4.00,37502.33
 21.00,  2.40, -2.40,37503.00
 22.00,  2.40, -0.80,37504.74
 23.00,  2.40,  0.80,37502.42
 24.00,  2.40,  2.40,37501.80
