"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,7694.07
  1.00, -4.00, -2.40,7694.15
  2.00, -4.00, -0.80,7693.94
  3.00, -4.00,  0.80,7694.17
  4.00, -4.00,  2.40,7694.06
  6.00, -2.40, -2.40,7694.13
  5.00, -2.40, -4.00,7693.86
  7.00, -2.40, -0.80,7694.78
  8.00, -2.40,  0.80,7693.96
  9.00, -2.40,  2.40,7693.96
 11.00, -0.80, -2.40,7694.47
 12.00, -0.80, -0.80,7693.93
 13.00, -0.80,  0.80,7694.15
 14.00, -0.80,  2.40,7694.23
 15.00,  0.80, -4.00,7694.05
 16.00,  0.80, -2.40,7694.92
 17.00,  0.80, -0.80,7693.96
 18.00,  0.80,  0.80,7693.92
 19.00,  0.80,  2.40,7694.06
 10.00, -0.80, -4.00,7694.28
 20.00,  2.40, -4.00,7694.04
 21.00,  2.40, -2.40,7693.96
 22.00,  2.40, -0.80,7694.04
 23.00,  2.40,  0.80,7694.00
 24.00,  2.40,  2.40,7693.90
