"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,-245214.52
  1.00, -2.50, -1.50,-245215.24
  2.00, -2.50, -0.50,-245176.94
  3.00, -2.50,  0.50,-245102.09
  4.00, -2.50,  1.50,-245097.78
  5.00, -1.50, -2.50,-245152.38
  6.00, -1.50, -1.50,-245211.69
  7.00, -1.50, -0.50,-245168.54
  8.00, -1.50,  0.50,-245115.77
  9.00, -1.50,  1.50,-245154.89
 10.00, -0.50, -2.50,-245120.88
 11.00, -0.50, -1.50,-245200.31
 12.00, -0.50, -0.50,-245176.89
 13.00, -0.50,  0.50,-245214.56
 14.00, -0.50,  1.50,-245218.69
 15.00,  0.50, -2.50,-245163.95
 16.00,  0.50, -1.50,-245213.43
 17.00,  0.50, -0.50,-245139.24
 18.00,  0.50,  0.50,-245125.47
 19.00,  0.50,  1.50,-245177.38
 20.00,  1.50, -2.50,-245214.27
 21.00,  1.50, -1.50,-245215.19
 22.00,  1.50, -0.50,-245120.29
 23.00,  1.50,  0.50,-245103.62
 24.00,  1.50,  1.50,-245143.76
