"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,11645.17
  1.00, -2.20, -1.32,11651.48
  3.00, -2.20,  0.44,11644.81
  5.00, -1.32, -2.20,11649.05
  6.00, -1.32, -1.32,11665.35
  7.00, -1.32, -0.44,11657.67
  8.00, -1.32,  0.44,11626.46
  9.00, -1.32,  1.32,11649.36
 10.00, -0.44, -2.20,11646.34
 11.00, -0.44, -1.32,11656.16
 12.00, -0.44, -0.44,11634.05
 13.00, -0.44,  0.44,11616.03
 14.00, -0.44,  1.32,11665.63
 15.00,  0.44, -2.20,11655.62
 16.00,  0.44, -1.32,11613.39
 17.00,  0.44, -0.44,11665.34
 19.00,  0.44,  1.32,11640.39
 20.00,  1.32, -2.20,11661.74
 22.00,  1.32, -0.44,11665.17
 23.00,  1.32,  0.44,11649.33
 24.00,  1.32,  1.32,11656.84
  4.00, -2.20,  1.32,11652.28
 21.00,  1.32, -1.32,11647.94
  2.00, -2.20, -0.44,11636.52
 18.00,  0.44,  0.44,11660.63
