"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  9.00, -1.32,  1.32,11667.43
 16.00,  0.44, -1.32,11668.18
  0.00, -2.20, -2.20,11668.46
  4.00, -2.20,  1.32,11669.78
  8.00, -1.32,  0.44,11669.46
 14.00, -0.44,  1.32,11670.24
 15.00,  0.44, -2.20,11670.11
  7.00, -1.32, -0.44,11669.26
 20.00,  1.32, -2.20,11670.39
  1.00, -2.20, -1.32,11669.17
 13.00, -0.44,  0.44,11669.29
 10.00, -0.44, -2.20,11668.58
 12.00, -0.44, -0.44,11668.83
 19.00,  0.44,  1.32,11668.55
 21.00,  1.32, -1.32,11669.80
  2.00, -2.20, -0.44,11670.48
  6.00, -1.32, -1.32,11669.98
  3.00, -2.20,  0.44,11673.77
 18.00,  0.44,  0.44,11672.51
 17.00,  0.44, -0.44,11670.82
 11.00, -0.44, -1.32,11669.73
 24.00,  1.32,  1.32,11667.75
  5.00, -1.32, -2.20,11671.66
 23.00,  1.32,  0.44,11669.31
 22.00,  1.32, -0.44,11669.49
