"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-123840.02
  1.00, -3.00, -1.80,-123842.03
  2.00, -3.00, -0.60,-123840.00
  3.00, -3.00,  0.60,-123840.25
  4.00, -3.00,  1.80,-123839.14
  5.00, -1.80, -3.00,-123839.62
  6.00, -1.80, -1.80,-123840.05
  7.00, -1.80, -0.60,-123845.04
  8.00, -1.80,  0.60,-123836.69
  9.00, -1.80,  1.80,-123835.15
 10.00, -0.60, -3.00,-123836.92
 11.00, -0.60, -1.80,-123832.12
 12.00, -0.60, -0.60,-123839.81
 13.00, -0.60,  0.60,-123819.83
 14.00, -0.60,  1.80,-123825.92
 15.00,  0.60, -3.00,-123840.28
 16.00,  0.60, -1.80,-123840.15
 17.00,  0.60, -0.60,-123828.20
 18.00,  0.60,  0.60,-123838.14
 19.00,  0.60,  1.80,-123839.71
 20.00,  1.80, -3.00,-123839.80
 21.00,  1.80, -1.80,-123839.97
 22.00,  1.80, -0.60,-123837.00
 23.00,  1.80,  0.60,-123840.42
 24.00,  1.80,  1.80,-123839.83
