"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.50, -3.50,41639.63
  1.00, -3.50, -2.10,41638.03
  2.00, -3.50, -0.70,41659.12
  3.00, -3.50,  0.70,41649.33
  4.00, -3.50,  2.10,41637.84
  5.00, -2.10, -3.50,41638.26
  6.00, -2.10, -2.10,41638.01
  7.00, -2.10, -0.70,41654.50
  8.00, -2.10,  0.70,41668.52
  9.00, -2.10,  2.10,41637.78
 10.00, -0.70, -3.50,41637.76
 11.00, -0.70, -2.10,41637.56
 12.00, -0.70, -0.70,41650.67
 13.00, -0.70,  0.70,41650.43
 14.00, -0.70,  2.10,41637.54
 15.00,  0.70, -3.50,41637.89
 16.00,  0.70, -2.10,41637.37
 17.00,  0.70, -0.70,41645.14
 18.00,  0.70,  0.70,41640.96
 19.00,  0.70,  2.10,41641.54
 20.00,  2.10, -3.50,41638.05
 21.00,  2.10, -2.10,41639.75
 22.00,  2.10, -0.70,41637.95
 23.00,  2.10,  0.70,41637.75
 24.00,  2.10,  2.10,41637.76
