"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,-18252.33
  1.00, -4.00, -2.40,-18252.11
  2.00, -4.00, -0.80,-18252.09
  3.00, -4.00,  0.80,-18252.30
  5.00, -2.40, -4.00,-18252.16
  4.00, -4.00,  2.40,-18252.30
  6.00, -2.40, -2.40,-18252.18
  7.00, -2.40, -0.80,-18251.79
  8.00, -2.40,  0.80,-18252.21
  9.00, -2.40,  2.40,-18252.05
 10.00, -0.80, -4.00,-18252.31
 11.00, -0.80, -2.40,-18252.42
 12.00, -0.80, -0.80,-18252.48
 13.00, -0.80,  0.80,-18252.28
 14.00, -0.80,  2.40,-18252.44
 17.00,  0.80, -0.80,-18251.68
 18.00,  0.80,  0.80,-18252.35
 19.00,  0.80,  2.40,-18252.44
 15.00,  0.80, -4.00,-18252.33
 16.00,  0.80, -2.40,-18252.22
 20.00,  2.40, -4.00,-18252.22
 21.00,  2.40, -2.40,-18252.37
 22.00,  2.40, -0.80,-18252.31
 23.00,  2.40,  0.80,-18252.21
 24.00,  2.40,  2.40,-18252.35
