"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  2.00, -3.00, -0.60,-176912.02
  3.00, -3.00,  0.60,-176911.41
  4.00, -3.00,  1.80,-176911.60
  5.00, -1.80, -3.00,-176904.16
  0.00, -3.00, -3.00,-176903.15
  1.00, -3.00, -1.80,-176894.67
  6.00, -1.80, -1.80,-176899.35
  7.00, -1.80, -0.60,-176904.99
  8.00, -1.80,  0.60,-176912.98
  9.00, -1.80,  1.80,-176888.55
 10.00, -0.60, -3.00,-176916.62
 11.00, -0.60, -1.80,-176904.16
 12.00, -0.60, -0.60,-176911.78
 13.00, -0.60,  0.60,-176890.88
 14.00, -0.60,  1.80,-176880.83
 15.00,  0.60, -3.00,-176918.73
 16.00,  0.60, -1.80,-176896.00
 17.00,  0.60, -0.60,-176907.20
 18.00,  0.60,  0.60,-176912.42
 19.00,  0.60,  1.80,-176911.96
 20.00,  1.80, -3.00,-176911.39
 21.00,  1.80, -1.80,-176887.83
 22.00,  1.80, -0.60,-176915.01
 23.00,  1.80,  0.60,-176911.74
 24.00,  1.80,  1.80,-176911.95
