"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -3.00, -1.80,3829.99
  3.00, -3.00,  0.60,3909.90
  6.00, -1.80, -1.80,3853.20
  8.00, -1.80,  0.60,3886.98
  9.00, -1.80,  1.80,3884.08
 13.00, -0.60,  0.60,3950.72
 15.00,  0.60, -3.00,3887.82
 17.00,  0.60, -0.60,3882.44
 22.00,  1.80, -0.60,3971.00
 23.00,  1.80,  0.60,3884.46
 14.00, -0.60,  1.80,3874.02
 18.00,  0.60,  0.60,3827.28
 24.00,  1.80,  1.80,3959.46
  2.00, -3.00, -0.60,3885.65
  7.00, -1.80, -0.60,3888.55
 12.00, -0.60, -0.60,3860.99
 11.00, -0.60, -1.80,4138.24
 19.00,  0.60,  1.80,3890.96
 20.00,  1.80, -3.00,3898.73
 21.00,  1.80, -1.80,3933.26
 10.00, -0.60, -3.00,4144.53
  5.00, -1.80, -3.00,4063.81
 16.00,  0.60, -1.80,3891.55
  4.00, -3.00,  1.80,3970.08
  0.00, -3.00, -3.00,4021.84
