"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,49403.24
  1.00, -3.00, -1.80,49397.11
  2.00, -3.00, -0.60,49391.34
  3.00, -3.00,  0.60,49403.38
  4.00, -3.00,  1.80,49403.67
  5.00, -1.80, -3.00,49403.57
  6.00, -1.80, -1.80,49403.84
  7.00, -1.80, -0.60,49403.66
  8.00, -1.80,  0.60,49404.64
  9.00, -1.80,  1.80,49403.49
 10.00, -0.60, -3.00,49403.93
 11.00, -0.60, -1.80,49416.14
 12.00, -0.60, -0.60,49399.55
 13.00, -0.60,  0.60,49403.75
 14.00, -0.60,  1.80,49399.39
 15.00,  0.60, -3.00,49423.89
 16.00,  0.60, -1.80,49403.49
 17.00,  0.60, -0.60,49403.42
 18.00,  0.60,  0.60,49411.24
 19.00,  0.60,  1.80,49403.19
 20.00,  1.80, -3.00,49401.81
 21.00,  1.80, -1.80,49403.67
 22.00,  1.80, -0.60,49402.25
 23.00,  1.80,  0.60,49407.15
 24.00,  1.80,  1.80,49409.40
