"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,14887.18
  1.00, -3.00, -1.80,14888.02
  2.00, -3.00, -0.60,14883.28
  3.00, -3.00,  0.60,14881.74
  4.00, -3.00,  1.80,14887.62
  5.00, -1.80, -3.00,14887.53
  6.00, -1.80, -1.80,14887.97
  7.00, -1.80, -0.60,14886.72
  8.00, -1.80,  0.60,14886.86
  9.00, -1.80,  1.80,14885.95
 10.00, -0.60, -3.00,14887.90
 11.00, -0.60, -1.80,14878.54
 12.00, -0.60, -0.60,14886.93
 13.00, -0.60,  0.60,14891.37
 14.00, -0.60,  1.80,14886.82
 15.00,  0.60, -3.00,14887.79
 16.00,  0.60, -1.80,14887.93
 17.00,  0.60, -0.60,14891.60
 18.00,  0.60,  0.60,14885.83
 19.00,  0.60,  1.80,14887.92
 20.00,  1.80, -3.00,14886.71
 21.00,  1.80, -1.80,14887.02
 22.00,  1.80, -0.60,14886.74
 23.00,  1.80,  0.60,14883.71
 24.00,  1.80,  1.80,14880.36
