"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  3.00, -1.70,  0.34,4559.30
  4.00, -1.70,  1.02,4557.36
  1.00, -1.70, -1.02,4559.45
  9.00, -1.02,  1.02,4558.88
 10.00, -0.34, -1.70,4557.91
 12.00, -0.34, -0.34,4558.13
  2.00, -1.70, -0.34,4559.47
 11.00, -0.34, -1.02,4549.77
  7.00, -1.02, -0.34,4559.13
  6.00, -1.02, -1.02,4555.49
  5.00, -1.02, -1.70,4557.46
  8.00, -1.02,  0.34,4556.61
  0.00, -1.70, -1.70,4557.86
 13.00, -0.34,  0.34,4557.27
 18.00,  0.34,  0.34,4552.77
 20.00,  1.02, -1.70,4557.08
 17.00,  0.34, -0.34,4556.29
 21.00,  1.02, -1.02,4558.68
 22.00,  1.02, -0.34,4559.35
 16.00,  0.34, -1.02,4557.04
 23.00,  1.02,  0.34,4558.06
 15.00,  0.34, -1.70,4555.77
 24.00,  1.02,  1.02,4560.02
 14.00, -0.34,  1.02,4553.71
 19.00,  0.34,  1.02,4553.71
