"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 22.00,  1.50, -0.50,-19080.90
 17.00,  0.50, -0.50,-19084.09
  6.00, -1.50, -1.50,-19081.69
 15.00,  0.50, -2.50,-19081.87
 19.00,  0.50,  1.50,-19081.65
  9.00, -1.50,  1.50,-19081.83
  5.00, -1.50, -2.50,-19082.57
 20.00,  1.50, -2.50,-19081.07
 11.00, -0.50, -1.50,-19080.77
  2.00, -2.50, -0.50,-19080.75
  4.00, -2.50,  1.50,-19081.51
  7.00, -1.50, -0.50,-19083.17
 14.00, -0.50,  1.50,-19082.02
 12.00, -0.50, -0.50,-19083.08
 23.00,  1.50,  0.50,-19087.24
 16.00,  0.50, -1.50,-19087.00
  0.00, -2.50, -2.50,-19081.76
 21.00,  1.50, -1.50,-19081.27
  8.00, -1.50,  0.50,-19080.05
  3.00, -2.50,  0.50,-19086.87
 13.00, -0.50,  0.50,-19081.06
 24.00,  1.50,  1.50,-19080.54
  1.00, -2.50, -1.50,-19085.65
 18.00,  0.50,  0.50,-19087.50
 10.00, -0.50, -2.50,-19095.03
