"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,26546.65
  1.00, -2.00, -1.20,26549.32
  2.00, -2.00, -0.40,26547.08
  3.00, -2.00,  0.40,26546.07
  4.00, -2.00,  1.20,26546.02
  5.00, -1.20, -2.00,26545.53
  6.00, -1.20, -1.20,26548.65
  7.00, -1.20, -0.40,26548.68
  8.00, -1.20,  0.40,26545.62
  9.00, -1.20,  1.20,26546.52
 10.00, -0.40, -2.00,26546.90
 11.00, -0.40, -1.20,26545.33
 12.00, -0.40, -0.40,26546.25
 13.00, -0.40,  0.40,26546.21
 14.00, -0.40,  1.20,26547.87
 15.00,  0.40, -2.00,26547.39
 16.00,  0.40, -1.20,26547.84
 17.00,  0.40, -0.40,26546.80
 18.00,  0.40,  0.40,26546.26
 19.00,  0.40,  1.20,26549.46
 20.00,  1.20, -2.00,26550.20
 21.00,  1.20, -1.20,26547.59
 22.00,  1.20, -0.40,26546.46
 23.00,  1.20,  0.40,26545.88
 24.00,  1.20,  1.20,26545.36
