"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,-30317.78
 23.00,  1.50,  0.50,-30317.63
 11.00, -0.50, -1.50,-30317.67
  4.00, -2.50,  1.50,-30317.70
 18.00,  0.50,  0.50,-30318.79
  5.00, -1.50, -2.50,-30318.20
 22.00,  1.50, -0.50,-30317.69
  7.00, -1.50, -0.50,-30317.76
  8.00, -1.50,  0.50,-30317.97
  3.00, -2.50,  0.50,-30317.76
 14.00, -0.50,  1.50,-30318.13
 10.00, -0.50, -2.50,-30318.17
  9.00, -1.50,  1.50,-30318.07
 17.00,  0.50, -0.50,-30319.81
 24.00,  1.50,  1.50,-30317.67
 20.00,  1.50, -2.50,-30319.07
  2.00, -2.50, -0.50,-30318.27
 19.00,  0.50,  1.50,-30317.77
  6.00, -1.50, -1.50,-30317.52
 12.00, -0.50, -0.50,-30319.84
 15.00,  0.50, -2.50,-30314.99
 21.00,  1.50, -1.50,-30317.62
  1.00, -2.50, -1.50,-30318.11
 13.00, -0.50,  0.50,-30320.71
 16.00,  0.50, -1.50,-30307.08
