"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 20.00,  1.80, -3.00,3094.33
  3.00, -3.00,  0.60,3092.01
 12.00, -0.60, -0.60,3088.69
 14.00, -0.60,  1.80,3096.07
 17.00,  0.60, -0.60,3090.72
  0.00, -3.00, -3.00,3095.50
  6.00, -1.80, -1.80,3093.82
 21.00,  1.80, -1.80,3092.88
 16.00,  0.60, -1.80,3096.23
 10.00, -0.60, -3.00,3093.25
  5.00, -1.80, -3.00,3095.26
 24.00,  1.80,  1.80,3094.82
 11.00, -0.60, -1.80,3093.19
 13.00, -0.60,  0.60,3094.32
 22.00,  1.80, -0.60,3095.01
  1.00, -3.00, -1.80,3094.80
 23.00,  1.80,  0.60,3092.54
 18.00,  0.60,  0.60,3093.03
 19.00,  0.60,  1.80,3095.12
  4.00, -3.00,  1.80,3095.34
 15.00,  0.60, -3.00,3091.39
  9.00, -1.80,  1.80,3095.85
  7.00, -1.80, -0.60,3090.43
  2.00, -3.00, -0.60,3093.74
  8.00, -1.80,  0.60,3095.72
