"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,73076.57
  1.00, -3.00, -1.80,73098.63
  2.00, -3.00, -0.60,73091.22
  3.00, -3.00,  0.60,73088.45
  4.00, -3.00,  1.80,73091.68
  5.00, -1.80, -3.00,73097.87
  6.00, -1.80, -1.80,73100.64
  7.00, -1.80, -0.60,73104.78
  8.00, -1.80,  0.60,73102.11
  9.00, -1.80,  1.80,73108.64
 10.00, -0.60, -3.00,73104.17
 11.00, -0.60, -1.80,73098.09
 12.00, -0.60, -0.60,73097.87
 13.00, -0.60,  0.60,73113.08
 14.00, -0.60,  1.80,73103.65
 15.00,  0.60, -3.00,73088.35
 16.00,  0.60, -1.80,73097.91
 17.00,  0.60, -0.60,73098.53
 18.00,  0.60,  0.60,73099.63
 19.00,  0.60,  1.80,73093.07
 20.00,  1.80, -3.00,73096.49
 21.00,  1.80, -1.80,73090.15
 22.00,  1.80, -0.60,73099.97
 23.00,  1.80,  0.60,73098.79
 24.00,  1.80,  1.80,73099.52
