"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 14.00, -0.42,  1.26,-49785.71
 11.00, -0.42, -1.26,-49785.51
 21.00,  1.26, -1.26,-49785.46
  2.00, -2.10, -0.42,-49783.18
 17.00,  0.42, -0.42,-49785.14
 18.00,  0.42,  0.42,-49786.13
 19.00,  0.42,  1.26,-49785.15
  7.00, -1.26, -0.42,-49782.11
  9.00, -1.26,  1.26,-49785.59
  0.00, -2.10, -2.10,-49786.03
 16.00,  0.42, -1.26,-49785.61
  4.00, -2.10,  1.26,-49785.81
 22.00,  1.26, -0.42,-49785.58
  5.00, -1.26, -2.10,-49786.27
 13.00, -0.42,  0.42,-49788.48
 24.00,  1.26,  1.26,-49784.57
 20.00,  1.26, -2.10,-49785.74
  3.00, -2.10,  0.42,-49785.11
 23.00,  1.26,  0.42,-49785.63
 10.00, -0.42, -2.10,-49784.54
  8.00, -1.26,  0.42,-49785.96
 12.00, -0.42, -0.42,-49786.06
 15.00,  0.42, -2.10,-49783.88
  1.00, -2.10, -1.26,-49786.71
  6.00, -1.26, -1.26,-49786.45
