"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,97364.95
  1.00, -1.80, -1.08,97153.93
  2.00, -1.80, -0.36,97150.00
  3.00, -1.80,  0.36,97354.76
  4.00, -1.80,  1.08,97165.93
  5.00, -1.08, -1.80,97297.10
  6.00, -1.08, -1.08,97185.98
  7.00, -1.08, -0.36,97212.56
  8.00, -1.08,  0.36,97240.58
  9.00, -1.08,  1.08,97245.90
 10.00, -0.36, -1.80,97292.79
 11.00, -0.36, -1.08,97243.43
 12.00, -0.36, -0.36,97265.30
 13.00, -0.36,  0.36,97273.06
 14.00, -0.36,  1.08,97313.30
 15.00,  0.36, -1.80,97234.91
 16.00,  0.36, -1.08,97140.70
 17.00,  0.36, -0.36,97250.39
 18.00,  0.36,  0.36,97225.80
 19.00,  0.36,  1.08,97165.27
 20.00,  1.08, -1.80,97234.44
 21.00,  1.08, -1.08,97234.26
 22.00,  1.08, -0.36,97185.10
 23.00,  1.08,  0.36,97339.27
 24.00,  1.08,  1.08,97229.30
