"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,7695.58
 21.00,  2.40, -2.40,7695.39
  8.00, -2.40,  0.80,7695.24
 16.00,  0.80, -2.40,7695.05
 15.00,  0.80, -4.00,7694.93
 20.00,  2.40, -4.00,7695.57
  2.00, -4.00, -0.80,7695.29
 12.00, -0.80, -0.80,7695.00
  6.00, -2.40, -2.40,7694.57
 19.00,  0.80,  2.40,7695.37
 23.00,  2.40,  0.80,7694.83
 14.00, -0.80,  2.40,7695.05
  5.00, -2.40, -4.00,7695.51
  9.00, -2.40,  2.40,7694.95
  3.00, -4.00,  0.80,7695.30
  1.00, -4.00, -2.40,7695.08
 10.00, -0.80, -4.00,7694.51
 17.00,  0.80, -0.80,7694.93
 11.00, -0.80, -2.40,7694.92
 22.00,  2.40, -0.80,7695.68
 13.00, -0.80,  0.80,7695.23
 24.00,  2.40,  2.40,7695.35
  4.00, -4.00,  2.40,7694.26
 18.00,  0.80,  0.80,7695.04
  7.00, -2.40, -0.80,7696.31
