"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-162391.14
  1.00, -3.00, -1.80,-162530.20
  2.00, -3.00, -0.60,-162440.09
  3.00, -3.00,  0.60,-162524.43
  4.00, -3.00,  1.80,-162492.85
  5.00, -1.80, -3.00,-162475.30
  6.00, -1.80, -1.80,-162418.88
  7.00, -1.80, -0.60,-162521.00
  8.00, -1.80,  0.60,-162446.06
  9.00, -1.80,  1.80,-162517.82
 10.00, -0.60, -3.00,-162421.00
 11.00, -0.60, -1.80,-162528.16
 12.00, -0.60, -0.60,-162452.16
 13.00, -0.60,  0.60,-162513.50
 14.00, -0.60,  1.80,-162422.97
 15.00,  0.60, -3.00,-162419.93
 16.00,  0.60, -1.80,-162470.20
 17.00,  0.60, -0.60,-162459.75
 18.00,  0.60,  0.60,-162409.71
 19.00,  0.60,  1.80,-162420.10
 20.00,  1.80, -3.00,-162498.67
 21.00,  1.80, -1.80,-162519.36
 22.00,  1.80, -0.60,-162400.73
 23.00,  1.80,  0.60,-162555.32
 24.00,  1.80,  1.80,-162484.61
