"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,48314.30
  1.00, -3.00, -1.80,48314.07
  2.00, -3.00, -0.60,48314.83
  3.00, -3.00,  0.60,48315.02
  4.00, -3.00,  1.80,48314.35
  5.00, -1.80, -3.00,48314.83
  6.00, -1.80, -1.80,48314.51
  7.00, -1.80, -0.60,48314.90
  8.00, -1.80,  0.60,48314.30
  9.00, -1.80,  1.80,48314.87
 10.00, -0.60, -3.00,48315.20
 11.00, -0.60, -1.80,48315.59
 12.00, -0.60, -0.60,48314.78
 13.00, -0.60,  0.60,48315.11
 14.00, -0.60,  1.80,48314.61
 15.00,  0.60, -3.00,48315.59
 16.00,  0.60, -1.80,48314.10
 17.00,  0.60, -0.60,48314.98
 18.00,  0.60,  0.60,48314.87
 19.00,  0.60,  1.80,48314.81
 20.00,  1.80, -3.00,48315.04
 21.00,  1.80, -1.80,48314.44
 22.00,  1.80, -0.60,48315.97
 23.00,  1.80,  0.60,48314.87
 24.00,  1.80,  1.80,48314.51
