"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,13085.00
  1.00, -1.80, -1.08,13082.90
  2.00, -1.80, -0.36,13088.77
  3.00, -1.80,  0.36,13094.83
  4.00, -1.80,  1.08,13091.35
  5.00, -1.08, -1.80,13085.01
  6.00, -1.08, -1.08,13083.98
  7.00, -1.08, -0.36,13095.46
  8.00, -1.08,  0.36,13097.44
  9.00, -1.08,  1.08,13084.62
 11.00, -0.36, -1.08,13094.08
 12.00, -0.36, -0.36,13081.29
 13.00, -0.36,  0.36,13079.26
 14.00, -0.36,  1.08,13085.71
 15.00,  0.36, -1.80,13097.21
 16.00,  0.36, -1.08,13082.50
 17.00,  0.36, -0.36,13084.27
 18.00,  0.36,  0.36,13098.19
 19.00,  0.36,  1.08,13098.81
 20.00,  1.08, -1.80,13080.21
 21.00,  1.08, -1.08,13084.89
 22.00,  1.08, -0.36,13085.68
 23.00,  1.08,  0.36,13093.02
 24.00,  1.08,  1.08,13092.95
 10.00, -0.36, -1.80,13093.19
