"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,-30301.90
  1.00, -2.50, -1.50,-30301.91
  2.00, -2.50, -0.50,-30302.13
  3.00, -2.50,  0.50,-30301.89
  4.00, -2.50,  1.50,-30302.17
  5.00, -1.50, -2.50,-30302.10
  6.00, -1.50, -1.50,-30302.12
  7.00, -1.50, -0.50,-30302.12
  8.00, -1.50,  0.50,-30301.58
  9.00, -1.50,  1.50,-30301.85
 10.00, -0.50, -2.50,-30302.08
 11.00, -0.50, -1.50,-30302.15
 12.00, -0.50, -0.50,-30302.08
 13.00, -0.50,  0.50,-30301.29
 14.00, -0.50,  1.50,-30301.45
 15.00,  0.50, -2.50,-30302.34
 16.00,  0.50, -1.50,-30301.70
 17.00,  0.50, -0.50,-30301.96
 18.00,  0.50,  0.50,-30301.90
 19.00,  0.50,  1.50,-30302.18
 20.00,  1.50, -2.50,-30302.06
 21.00,  1.50, -1.50,-30302.10
 22.00,  1.50, -0.50,-30302.09
 23.00,  1.50,  0.50,-30302.24
 24.00,  1.50,  1.50,-30302.07
