"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 24.00,  1.44,  1.44,-13424.29
 18.00,  0.48,  0.48,-13423.78
  0.00, -2.40, -2.40,-13423.99
 23.00,  1.44,  0.48,-13423.20
 15.00,  0.48, -2.40,-13423.20
  2.00, -2.40, -0.48,-13424.55
 19.00,  0.48,  1.44,-13423.46
 17.00,  0.48, -0.48,-13423.47
  3.00, -2.40,  0.48,-13423.20
 20.00,  1.44, -2.40,-13423.47
 22.00,  1.44, -0.48,-13423.65
 16.00,  0.48, -1.44,-13423.67
 13.00, -0.48,  0.48,-13423.68
  8.00, -1.44,  0.48,-13424.25
 14.00, -0.48,  1.44,-13423.40
  4.00, -2.40,  1.44,-13423.69
  1.00, -2.40, -1.44,-13423.99
 10.00, -0.48, -2.40,-13423.62
 12.00, -0.48, -0.48,-13424.19
  5.00, -1.44, -2.40,-13423.60
 21.00,  1.44, -1.44,-13424.22
 11.00, -0.48, -1.44,-13424.53
  7.00, -1.44, -0.48,-13424.71
  6.00, -1.44, -1.44,-13424.01
  9.00, -1.44,  1.44,-13425.32
