"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 15.00,  0.52, -2.60,3660.18
 19.00,  0.52,  1.56,3659.77
  2.00, -2.60, -0.52,3659.78
 13.00, -0.52,  0.52,3660.48
 17.00,  0.52, -0.52,3660.18
  4.00, -2.60,  1.56,3660.18
  9.00, -1.56,  1.56,3659.21
 21.00,  1.56, -1.56,3660.08
 10.00, -0.52, -2.60,3659.55
 11.00, -0.52, -1.56,3660.81
 23.00,  1.56,  0.52,3659.63
  7.00, -1.56, -0.52,3660.55
  6.00, -1.56, -1.56,3660.57
 14.00, -0.52,  1.56,3660.05
  3.00, -2.60,  0.52,3659.94
 18.00,  0.52,  0.52,3660.10
  0.00, -2.60, -2.60,3659.55
  8.00, -1.56,  0.52,3660.21
 16.00,  0.52, -1.56,3659.24
 20.00,  1.56, -2.60,3660.16
  1.00, -2.60, -1.56,3660.35
 12.00, -0.52, -0.52,3660.05
 22.00,  1.56, -0.52,3659.83
  5.00, -1.56, -2.60,3659.72
 24.00,  1.56,  1.56,3659.50
