"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,33929.04
  1.00, -2.70, -1.62,33923.15
  2.00, -2.70, -0.54,33930.67
  3.00, -2.70,  0.54,33928.73
  4.00, -2.70,  1.62,33923.16
  5.00, -1.62, -2.70,33926.58
  6.00, -1.62, -1.62,33923.33
  7.00, -1.62, -0.54,33929.73
  8.00, -1.62,  0.54,33922.81
  9.00, -1.62,  1.62,33928.57
 10.00, -0.54, -2.70,33927.43
 11.00, -0.54, -1.62,33923.35
 12.00, -0.54, -0.54,33926.27
 13.00, -0.54,  0.54,33932.43
 14.00, -0.54,  1.62,33928.96
 15.00,  0.54, -2.70,33928.29
 16.00,  0.54, -1.62,33924.90
 17.00,  0.54, -0.54,33927.43
 18.00,  0.54,  0.54,33926.95
 19.00,  0.54,  1.62,33925.57
 20.00,  1.62, -2.70,33928.53
 21.00,  1.62, -1.62,33922.95
 22.00,  1.62, -0.54,33926.08
 23.00,  1.62,  0.54,33928.14
 24.00,  1.62,  1.62,33929.51
