"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,50318.79
  1.00, -2.40, -1.44,50205.12
  2.00, -2.40, -0.48,50203.01
  3.00, -2.40,  0.48,50205.21
  4.00, -2.40,  1.44,50321.94
  5.00, -1.44, -2.40,50318.63
  6.00, -1.44, -1.44,50316.55
  7.00, -1.44, -0.48,50318.58
  8.00, -1.44,  0.48,50321.24
  9.00, -1.44,  1.44,50320.82
 10.00, -0.48, -2.40,50322.23
 11.00, -0.48, -1.44,50321.05
 12.00, -0.48, -0.48,50317.50
 13.00, -0.48,  0.48,50319.21
 14.00, -0.48,  1.44,50319.94
 15.00,  0.48, -2.40,50319.29
 16.00,  0.48, -1.44,50319.16
 17.00,  0.48, -0.48,50316.67
 18.00,  0.48,  0.48,50319.17
 19.00,  0.48,  1.44,50319.03
 20.00,  1.44, -2.40,50317.48
 21.00,  1.44, -1.44,50318.39
 22.00,  1.44, -0.48,50318.51
 23.00,  1.44,  0.48,50320.87
 24.00,  1.44,  1.44,50321.76
