"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,14818.00
  1.00, -3.00, -1.80,14814.11
  2.00, -3.00, -0.60,14811.26
  3.00, -3.00,  0.60,14811.74
  4.00, -3.00,  1.80,14811.93
  5.00, -1.80, -3.00,14811.06
  6.00, -1.80, -1.80,14812.31
  7.00, -1.80, -0.60,14809.88
  8.00, -1.80,  0.60,14815.40
  9.00, -1.80,  1.80,14810.97
 10.00, -0.60, -3.00,14812.56
 11.00, -0.60, -1.80,14813.83
 12.00, -0.60, -0.60,14813.08
 13.00, -0.60,  0.60,14813.20
 14.00, -0.60,  1.80,14813.38
 15.00,  0.60, -3.00,14814.02
 16.00,  0.60, -1.80,14810.69
 17.00,  0.60, -0.60,14817.74
 18.00,  0.60,  0.60,14813.09
 19.00,  0.60,  1.80,14814.99
 20.00,  1.80, -3.00,14811.61
 21.00,  1.80, -1.80,14814.42
 22.00,  1.80, -0.60,14815.63
 23.00,  1.80,  0.60,14808.62
 24.00,  1.80,  1.80,14813.63
