"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,5012.16
  1.00, -2.00, -1.20,5013.78
  2.00, -2.00, -0.40,5013.63
  3.00, -2.00,  0.40,5011.47
  4.00, -2.00,  1.20,5014.39
  5.00, -1.20, -2.00,5012.03
  6.00, -1.20, -1.20,5011.74
  7.00, -1.20, -0.40,5014.17
  8.00, -1.20,  0.40,5014.45
  9.00, -1.20,  1.20,5009.64
 10.00, -0.40, -2.00,5011.80
 11.00, -0.40, -1.20,5013.59
 12.00, -0.40, -0.40,5012.72
 13.00, -0.40,  0.40,5012.15
 14.00, -0.40,  1.20,5013.52
 15.00,  0.40, -2.00,5015.12
 16.00,  0.40, -1.20,5015.87
 17.00,  0.40, -0.40,5011.39
 18.00,  0.40,  0.40,5014.74
 19.00,  0.40,  1.20,5013.42
 20.00,  1.20, -2.00,5013.30
 21.00,  1.20, -1.20,5015.03
 22.00,  1.20, -0.40,5013.78
 23.00,  1.20,  0.40,5015.09
 24.00,  1.20,  1.20,5015.05
