"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 16.00,  0.48, -1.44,13741.10
 21.00,  1.44, -1.44,13742.39
  4.00, -2.40,  1.44,13745.24
  9.00, -1.44,  1.44,13746.70
 17.00,  0.48, -0.48,13743.90
  6.00, -1.44, -1.44,13744.74
  2.00, -2.40, -0.48,13740.38
  5.00, -1.44, -2.40,13743.06
 14.00, -0.48,  1.44,13747.02
 10.00, -0.48, -2.40,13743.48
  8.00, -1.44,  0.48,13750.71
 19.00,  0.48,  1.44,13740.04
 12.00, -0.48, -0.48,13740.77
 15.00,  0.48, -2.40,13742.67
  1.00, -2.40, -1.44,13740.88
 18.00,  0.48,  0.48,13737.01
 11.00, -0.48, -1.44,13742.72
  3.00, -2.40,  0.48,13745.32
  7.00, -1.44, -0.48,13741.46
  0.00, -2.40, -2.40,13746.37
 13.00, -0.48,  0.48,13743.77
 20.00,  1.44, -2.40,13740.80
 22.00,  1.44, -0.48,13740.57
 23.00,  1.44,  0.48,13743.62
 24.00,  1.44,  1.44,13741.36
