"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,15438.98
  1.00, -2.00, -1.20,15440.32
  2.00, -2.00, -0.40,15441.48
  3.00, -2.00,  0.40,15444.53
  4.00, -2.00,  1.20,15441.79
  5.00, -1.20, -2.00,15441.83
  6.00, -1.20, -1.20,15448.56
  7.00, -1.20, -0.40,15436.16
  8.00, -1.20,  0.40,15449.25
  9.00, -1.20,  1.20,15439.02
 10.00, -0.40, -2.00,15445.71
 11.00, -0.40, -1.20,15452.21
 12.00, -0.40, -0.40,15445.40
 13.00, -0.40,  0.40,15446.40
 14.00, -0.40,  1.20,15443.73
 15.00,  0.40, -2.00,15442.19
 16.00,  0.40, -1.20,15444.60
 17.00,  0.40, -0.40,15455.60
 18.00,  0.40,  0.40,15470.67
 19.00,  0.40,  1.20,15444.27
 20.00,  1.20, -2.00,15439.96
 21.00,  1.20, -1.20,15447.86
 22.00,  1.20, -0.40,15443.00
 23.00,  1.20,  0.40,15442.99
 24.00,  1.20,  1.20,15446.03
