"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  4.00, -2.10,  1.26,-38476.28
 11.00, -0.42, -1.26,-38475.07
  0.00, -2.10, -2.10,-38475.91
 13.00, -0.42,  0.42,-38475.39
  1.00, -2.10, -1.26,-38476.17
 14.00, -0.42,  1.26,-38475.92
 19.00,  0.42,  1.26,-38475.37
  2.00, -2.10, -0.42,-38475.87
  5.00, -1.26, -2.10,-38475.37
  9.00, -1.26,  1.26,-38475.76
 21.00,  1.26, -1.26,-38475.30
 15.00,  0.42, -2.10,-38475.26
  8.00, -1.26,  0.42,-38475.06
  7.00, -1.26, -0.42,-38475.40
  3.00, -2.10,  0.42,-38476.17
 20.00,  1.26, -2.10,-38475.28
  6.00, -1.26, -1.26,-38475.65
 10.00, -0.42, -2.10,-38475.92
 18.00,  0.42,  0.42,-38469.19
 23.00,  1.26,  0.42,-38470.28
 22.00,  1.26, -0.42,-38468.90
 24.00,  1.26,  1.26,-38475.27
 16.00,  0.42, -1.26,-38474.95
 12.00, -0.42, -0.42,-38475.74
 17.00,  0.42, -0.42,-38472.19
