"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  4.00, -2.10,  1.26,-256100.63
 12.00, -0.42, -0.42,-256100.63
 18.00,  0.42,  0.42,-256100.86
 20.00,  1.26, -2.10,-256100.88
 11.00, -0.42, -1.26,-256101.10
 17.00,  0.42, -0.42,-256099.95
 21.00,  1.26, -1.26,-256100.33
  8.00, -1.26,  0.42,-256100.66
 23.00,  1.26,  0.42,-256100.85
 15.00,  0.42, -2.10,-256100.37
 19.00,  0.42,  1.26,-256100.88
 10.00, -0.42, -2.10,-256100.75
  7.00, -1.26, -0.42,-256101.05
  1.00, -2.10, -1.26,-256100.82
 14.00, -0.42,  1.26,-256100.01
  6.00, -1.26, -1.26,-256100.24
  0.00, -2.10, -2.10,-256100.46
  9.00, -1.26,  1.26,-256100.76
  2.00, -2.10, -0.42,-256100.22
 24.00,  1.26,  1.26,-256100.98
  3.00, -2.10,  0.42,-256100.95
 22.00,  1.26, -0.42,-256099.77
 13.00, -0.42,  0.42,-256098.73
  5.00, -1.26, -2.10,-256098.27
 16.00,  0.42, -1.26,-256100.10
