"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.50, -3.50,51043.62
  1.00, -3.50, -2.10,51043.03
  2.00, -3.50, -0.70,51043.34
  3.00, -3.50,  0.70,51043.47
  4.00, -3.50,  2.10,51043.51
  5.00, -2.10, -3.50,51043.80
  6.00, -2.10, -2.10,51044.34
  7.00, -2.10, -0.70,51043.40
  8.00, -2.10,  0.70,51043.51
  9.00, -2.10,  2.10,51043.65
 10.00, -0.70, -3.50,51043.35
 11.00, -0.70, -2.10,51043.50
 12.00, -0.70, -0.70,51043.50
 13.00, -0.70,  0.70,51043.22
 14.00, -0.70,  2.10,51043.46
 15.00,  0.70, -3.50,51043.33
 16.00,  0.70, -2.10,51043.02
 17.00,  0.70, -0.70,51043.47
 18.00,  0.70,  0.70,51043.12
 19.00,  0.70,  2.10,51043.35
 20.00,  2.10, -3.50,51043.12
 21.00,  2.10, -2.10,51043.62
 22.00,  2.10, -0.70,51043.61
 23.00,  2.10,  0.70,51043.21
 24.00,  2.10,  2.10,51043.24
