"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,52795.15
  1.00, -4.00, -2.40,52828.87
  2.00, -4.00, -0.80,53387.67
  3.00, -4.00,  0.80,53877.42
  4.00, -4.00,  2.40,52954.22
  5.00, -2.40, -4.00,52823.31
  6.00, -2.40, -2.40,52771.70
  7.00, -2.40, -0.80,53660.01
  8.00, -2.40,  0.80,52936.69
  9.00, -2.40,  2.40,52829.62
 10.00, -0.80, -4.00,53449.50
 11.00, -0.80, -2.40,53353.38
 12.00, -0.80, -0.80,52756.06
 13.00, -0.80,  0.80,53275.12
 14.00, -0.80,  2.40,52776.85
 15.00,  0.80, -4.00,53442.12
 16.00,  0.80, -2.40,53359.34
 17.00,  0.80, -0.80,52832.08
 18.00,  0.80,  0.80,53839.68
 19.00,  0.80,  2.40,53881.95
 20.00,  2.40, -4.00,53060.19
 21.00,  2.40, -2.40,52811.03
 22.00,  2.40, -0.80,52777.26
 23.00,  2.40,  0.80,53853.44
 24.00,  2.40,  2.40,53929.54
