"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 17.00,  0.44, -0.44,-20879.40
 22.00,  1.32, -0.44,-20881.35
  9.00, -1.32,  1.32,-20879.35
 18.00,  0.44,  0.44,-20879.73
 24.00,  1.32,  1.32,-20878.28
  7.00, -1.32, -0.44,-20883.46
 19.00,  0.44,  1.32,-20879.85
  6.00, -1.32, -1.32,-20880.67
  0.00, -2.20, -2.20,-20879.68
  8.00, -1.32,  0.44,-20879.76
  4.00, -2.20,  1.32,-20879.65
 23.00,  1.32,  0.44,-20880.03
  5.00, -1.32, -2.20,-20880.30
  3.00, -2.20,  0.44,-20879.83
 12.00, -0.44, -0.44,-20882.53
 20.00,  1.32, -2.20,-20880.81
  2.00, -2.20, -0.44,-20878.82
  1.00, -2.20, -1.32,-20881.69
 16.00,  0.44, -1.32,-20878.68
 14.00, -0.44,  1.32,-20880.27
 11.00, -0.44, -1.32,-20879.83
 10.00, -0.44, -2.20,-20878.05
 13.00, -0.44,  0.44,-20877.78
 15.00,  0.44, -2.20,-20883.17
 21.00,  1.32, -1.32,-20880.29
