"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,39236.94
  1.00, -2.10, -1.26,39234.06
  2.00, -2.10, -0.42,39237.18
  3.00, -2.10,  0.42,39236.36
  4.00, -2.10,  1.26,39236.35
  5.00, -1.26, -2.10,39238.26
  6.00, -1.26, -1.26,39237.60
  7.00, -1.26, -0.42,39232.56
  8.00, -1.26,  0.42,39236.78
  9.00, -1.26,  1.26,39234.44
 10.00, -0.42, -2.10,39235.69
 11.00, -0.42, -1.26,39236.72
 12.00, -0.42, -0.42,39235.35
 13.00, -0.42,  0.42,39238.13
 14.00, -0.42,  1.26,39237.11
 15.00,  0.42, -2.10,39236.70
 16.00,  0.42, -1.26,39235.02
 17.00,  0.42, -0.42,39234.41
 18.00,  0.42,  0.42,39235.54
 19.00,  0.42,  1.26,39236.19
 20.00,  1.26, -2.10,39233.72
 21.00,  1.26, -1.26,39234.85
 22.00,  1.26, -0.42,39236.99
 23.00,  1.26,  0.42,39237.05
 24.00,  1.26,  1.26,39236.95
