"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 14.00, -0.60,  1.80,-37448.85
  1.00, -3.00, -1.80,-37448.70
  2.00, -3.00, -0.60,-37448.24
  7.00, -1.80, -0.60,-37448.32
 11.00, -0.60, -1.80,-37448.74
  4.00, -3.00,  1.80,-37448.92
 10.00, -0.60, -3.00,-37448.53
 13.00, -0.60,  0.60,-37448.59
 18.00,  0.60,  0.60,-37448.80
 20.00,  1.80, -3.00,-37448.73
 19.00,  0.60,  1.80,-37448.78
  5.00, -1.80, -3.00,-37448.61
 16.00,  0.60, -1.80,-37447.82
 22.00,  1.80, -0.60,-37448.02
 15.00,  0.60, -3.00,-37448.78
  9.00, -1.80,  1.80,-37447.92
  6.00, -1.80, -1.80,-37447.40
  0.00, -3.00, -3.00,-37448.76
 21.00,  1.80, -1.80,-37448.20
  8.00, -1.80,  0.60,-37448.72
  3.00, -3.00,  0.60,-37448.76
 12.00, -0.60, -0.60,-37448.19
 17.00,  0.60, -0.60,-37448.19
 23.00,  1.80,  0.60,-37448.09
 24.00,  1.80,  1.80,-37448.93
