"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 12.00, -0.42, -0.42,-659.91
 13.00, -0.42,  0.42,-663.34
 22.00,  1.26, -0.42,-660.85
 10.00, -0.42, -2.10,-660.29
 23.00,  1.26,  0.42,-660.39
  1.00, -2.10, -1.26,-661.48
  7.00, -1.26, -0.42,-659.76
 16.00,  0.42, -1.26,-659.85
 19.00,  0.42,  1.26,-660.21
  0.00, -2.10, -2.10,-660.32
 11.00, -0.42, -1.26,-660.30
 14.00, -0.42,  1.26,-672.55
  5.00, -1.26, -2.10,-662.23
 15.00,  0.42, -2.10,-661.99
 18.00,  0.42,  0.42,-660.09
  4.00, -2.10,  1.26,-660.23
  9.00, -1.26,  1.26,-674.09
 24.00,  1.26,  1.26,-664.42
  6.00, -1.26, -1.26,-660.02
 21.00,  1.26, -1.26,-660.96
  3.00, -2.10,  0.42,-661.42
  2.00, -2.10, -0.42,-659.50
 17.00,  0.42, -0.42,-662.46
 20.00,  1.26, -2.10,-661.28
  8.00, -1.26,  0.42,-671.66
