"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  2.00, -2.50, -0.50,-35103.38
 14.00, -0.50,  1.50,-35102.73
 20.00,  1.50, -2.50,-35100.43
 21.00,  1.50, -1.50,-35103.26
 11.00, -0.50, -1.50,-35102.68
  8.00, -1.50,  0.50,-35098.27
 13.00, -0.50,  0.50,-35101.96
 15.00,  0.50, -2.50,-35099.67
  0.00, -2.50, -2.50,-35101.63
  7.00, -1.50, -0.50,-35102.33
  1.00, -2.50, -1.50,-35102.72
  3.00, -2.50,  0.50,-35101.78
 10.00, -0.50, -2.50,-35100.28
 17.00,  0.50, -0.50,-35101.74
  9.00, -1.50,  1.50,-35096.27
 16.00,  0.50, -1.50,-35099.52
 22.00,  1.50, -0.50,-35101.39
 18.00,  0.50,  0.50,-35100.01
 19.00,  0.50,  1.50,-35103.94
  4.00, -2.50,  1.50,-35096.85
  6.00, -1.50, -1.50,-35103.64
 12.00, -0.50, -0.50,-35102.46
  5.00, -1.50, -2.50,-35104.22
 23.00,  1.50,  0.50,-35092.98
 24.00,  1.50,  1.50,-35102.14
