"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,21239.76
  1.00, -2.50, -1.50,21236.15
  2.00, -2.50, -0.50,21241.14
  3.00, -2.50,  0.50,21241.22
  4.00, -2.50,  1.50,21241.08
  5.00, -1.50, -2.50,21239.45
  6.00, -1.50, -1.50,21251.44
  7.00, -1.50, -0.50,21251.99
  8.00, -1.50,  0.50,21241.55
  9.00, -1.50,  1.50,21240.73
 10.00, -0.50, -2.50,21241.93
 11.00, -0.50, -1.50,21245.56
 12.00, -0.50, -0.50,21241.80
 13.00, -0.50,  0.50,21240.82
 14.00, -0.50,  1.50,21241.86
 15.00,  0.50, -2.50,21287.65
 16.00,  0.50, -1.50,21286.98
 17.00,  0.50, -0.50,21241.36
 18.00,  0.50,  0.50,21241.66
 19.00,  0.50,  1.50,21241.38
 20.00,  1.50, -2.50,21260.92
 21.00,  1.50, -1.50,21242.60
 22.00,  1.50, -0.50,21240.11
 23.00,  1.50,  0.50,21240.44
 24.00,  1.50,  1.50,21241.13
