"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,-20882.23
  1.00, -2.20, -1.32,-20878.62
  2.00, -2.20, -0.44,-20873.22
  3.00, -2.20,  0.44,-20878.34
  4.00, -2.20,  1.32,-20880.36
  5.00, -1.32, -2.20,-20873.98
  6.00, -1.32, -1.32,-20873.07
  7.00, -1.32, -0.44,-20891.68
  9.00, -1.32,  1.32,-20879.83
 10.00, -0.44, -2.20,-20874.72
 11.00, -0.44, -1.32,-20885.17
  8.00, -1.32,  0.44,-20877.28
 12.00, -0.44, -0.44,-20878.46
 13.00, -0.44,  0.44,-20878.17
 15.00,  0.44, -2.20,-20879.71
 16.00,  0.44, -1.32,-20874.71
 17.00,  0.44, -0.44,-20874.59
 18.00,  0.44,  0.44,-20880.46
 19.00,  0.44,  1.32,-20878.56
 20.00,  1.32, -2.20,-20878.44
 21.00,  1.32, -1.32,-20874.05
 14.00, -0.44,  1.32,-20878.41
 22.00,  1.32, -0.44,-20878.01
 23.00,  1.32,  0.44,-20873.03
 24.00,  1.32,  1.32,-20874.40
