"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  4.00, -3.00,  1.80,3640.11
  3.00, -3.00,  0.60,3584.69
 21.00,  1.80, -1.80,3801.22
 10.00, -0.60, -3.00,3645.41
 14.00, -0.60,  1.80,3609.00
 19.00,  0.60,  1.80,3546.69
  9.00, -1.80,  1.80,3579.50
 16.00,  0.60, -1.80,3714.11
 20.00,  1.80, -3.00,3635.00
 24.00,  1.80,  1.80,3599.68
  2.00, -3.00, -0.60,3680.98
 13.00, -0.60,  0.60,3540.22
  6.00, -1.80, -1.80,3627.32
  0.00, -3.00, -3.00,3689.85
  8.00, -1.80,  0.60,3569.70
 15.00,  0.60, -3.00,3636.00
 12.00, -0.60, -0.60,3643.87
  1.00, -3.00, -1.80,3666.02
 11.00, -0.60, -1.80,3585.18
 22.00,  1.80, -0.60,3610.18
 23.00,  1.80,  0.60,3554.95
  5.00, -1.80, -3.00,3638.69
  7.00, -1.80, -0.60,3625.06
 17.00,  0.60, -0.60,3705.86
 18.00,  0.60,  0.60,3500.90
