"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,89887.69
  1.00, -3.00, -1.80,90034.20
  2.00, -3.00, -0.60,89710.76
  3.00, -3.00,  0.60,89815.27
  4.00, -3.00,  1.80,89842.94
  5.00, -1.80, -3.00,90481.34
  6.00, -1.80, -1.80,89988.75
  7.00, -1.80, -0.60,89715.89
  8.00, -1.80,  0.60,89783.26
  9.00, -1.80,  1.80,90173.10
 10.00, -0.60, -3.00,90058.02
 11.00, -0.60, -1.80,89911.44
 12.00, -0.60, -0.60,89829.11
 13.00, -0.60,  0.60,89782.91
 14.00, -0.60,  1.80,89818.68
 15.00,  0.60, -3.00,89966.10
 16.00,  0.60, -1.80,90031.34
 17.00,  0.60, -0.60,89575.71
 18.00,  0.60,  0.60,89740.69
 19.00,  0.60,  1.80,89450.72
 20.00,  1.80, -3.00,89843.08
 21.00,  1.80, -1.80,90137.25
 22.00,  1.80, -0.60,89909.07
 23.00,  1.80,  0.60,89926.49
 24.00,  1.80,  1.80,89954.86
