"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,3853.17
  2.00, -3.00, -0.60,3772.86
  3.00, -3.00,  0.60,3857.57
  4.00, -3.00,  1.80,3767.79
  5.00, -1.80, -3.00,4082.82
  6.00, -1.80, -1.80,3750.64
  7.00, -1.80, -0.60,3759.76
  8.00, -1.80,  0.60,3763.54
  9.00, -1.80,  1.80,3572.28
 10.00, -0.60, -3.00,3919.14
 11.00, -0.60, -1.80,3960.13
 12.00, -0.60, -0.60,3806.02
 13.00, -0.60,  0.60,3779.31
 14.00, -0.60,  1.80,3867.57
 15.00,  0.60, -3.00,3848.92
 16.00,  0.60, -1.80,3658.24
 17.00,  0.60, -0.60,3669.83
 18.00,  0.60,  0.60,3875.90
 19.00,  0.60,  1.80,3707.44
 20.00,  1.80, -3.00,3869.89
 21.00,  1.80, -1.80,3913.16
 22.00,  1.80, -0.60,3932.86
 23.00,  1.80,  0.60,3631.90
 24.00,  1.80,  1.80,3726.81
  1.00, -3.00, -1.80,3624.58
